Date,Text,Text Normalization,Label_Bert,Encoded_Label
02/2024,"Point coffee = kopi baper karna keracunan temen smp yang original enak, tapi aku suka yang espressonya kalo buat kerja Tomoro = kerancunan temen smp lagi yang coconutnya ena sama yang manuka honey coffee enak -fore = butterscotch sea salt latte ofc -haus= skip - es teh = skip",point coffee coffee kopi baper keracunan teman smp original enak suka espressonya kerja tomoro kerancunan teman smp coconutnya enak manuka honey coffee enak fore butterscotch sea salt latte ofc haus skip es kakak perempuan skip,positive,2
04/2024,Fore tapi mahal bagi anak kos-kosan,fore mahal anak koskosan,negative,0
04/2024,"fore, point, tuku",fore point coffee tuku,negative,0
06/2024,Gw 2x beli fore kok rasanya ga cocok ya sama lidah. Rasanya manis doang ga ada kopinya. Padahal beli yg varian kopi :)),2x beli fore cocok iya lidah manis doang kopinya beli varian kopi,negative,0
04/2024,"1. kopi kemenangan 2. kopi kenangan 3. point coffee 4. kopi soe (kopi rum aja ehehe) 5. fore 6. tomoro, janjiw",1 kopi kemenangan 2 kopi kenangan 3 point coffee coffee 4 kopi soe kopi rum ehehe 5 fore 6 tomoro janjiw,positive,2
05/2024,"Kamu customer kedua fore ya, nyubuh betul nder hahahaha",customer fore iya nyubuh hahahaha,negative,0
06/2024,"gua gataauu, tapi fore ga cocok banwgt di aku",gataauu fore cocok banwgt,negative,0
04/2024,sejauh ini fore,fore,negative,0
04/2024,"tuku, fore, kopken, point",tuku fore kopi kenangan point coffee,neutral,1
09/2024,Ini si bener fore,si benar fore,negative,0
05/2024,"Fore is still my fav tbh, tapi tuku juga enaaaak",fore is my favorit tbh tuku enaaaak,positive,2
06/2024,Untung gw ga pernah tertarik beli fore delinya,untung tertarik beli fore delinya,negative,0
04/2024,kemarin abis dari fore,habis fore,neutral,1
02/2024,"- point coffee : creamy tiramisu latte (menu baru sumpa enakk bgt) - tomoro : basic, aren latte - fore : butterscoth sea salt - haus : blm nyobain - es teh indonesia : skipp karna gasuka",point coffee coffee creamy tiramisu latte menu sumpa enakk banget tomoro basic aren latte fore butterscoth sea salt haus nyobain es kakak perempuan indonesia skipp gasuka,positive,2
02/2024,Ga enak kopinyaaa tapi untuk minuman seger kek Strawberry Tea lumayan lah karena murce mursida juga. Aku prefer Fore sih.,enak kopinyaaa minuman seger strawberry tea lumayan murce mursida prefer fore sih,positive,2
06/2024,tp fore emng enakkk,fore memang enakkk,positive,2
05/2024,1. Point coffee (plis ini enakk bgttt) 2. Fore coffee (jangan pesen vanilla lattenya tp) 3. Tuku,1 point coffee coffee plis enakk bgttt 2 fore coffee pesen vanilla lattenya 3 tuku,positive,2
05/2024,Tuku and fore paling enak,tuku and fore enak,positive,2
04/2024,"Fore & Point, klo seleraku..",fore point coffee seleraku,neutral,1
04/2024,Sejauh yang pernah ku coba 1. Tuku 2. Fore 2 top teratas versi ku,ku coba 1 tuku 2 fore 2 top teratas versi ku,positive,2
09/2024,"fore, janjiw",fore janjiw,neutral,1
04/2024,"Fore, diantara kopken, janjiw, point, fore, fami dan tomoro Karena blm pernah coba yg lain",fore kopi kenangan janjiw point coffee fore fami tomoro coba,positive,2
04/2024,fore sama point arabica juga de,fore point coffee arabica adik,neutral,1
02/2024,fore janjiw ga enak mirip susu kedelai,fore janjiw enak mirip susu kedelai,negative,0
05/2024,"tuku, fore, fm",tuku fore fm,negative,0
12/2024,aku kalo ke fore belinya yang junior terus wkwkwk,fore belinya junior wkwkwk,neutral,1
06/2024,anjir mana ada mahasiswa akhir minumnya malah fore udah gada duitnya kepake buat skripsian nder,anjing mahasiswa minumnya fore gada duitnya kepake skripsian,negative,0
03/2024,ayo racuni aku terus dengan menu2 fore,ayo racuni menu2 fore,neutral,1
01/2024,"Fore, tomoro, tuku",fore tomoro tuku,neutral,1
05/2024,fore enak sihh,fore enak sihh,positive,2
05/2024,"AYOOO SINI DM AKU, AKU FORE LOVERS",ayooo dm fore lovers,neutral,1
04/2024,"KALO VERSI GUE YAAAH, tp ga semuanya ada di atas sih 1. Tuku 2. Harlan+Holden 3. Fore 4. Liberica 5.Arabica",versi yaaah sih 1 tuku 2 harlanholden 3 fore 4 liberica 5arabica,positive,2
08/2024,Fore yang paling aku suka sejauh ini cuma varian butterscotch,fore suka varian butterscotch,positive,2
04/2024,"fore, kopken, point, janjiw (mw coba tuku tp blm kesampeannn hiks)",fore kopi kenangan point coffee janjiw now watching coba tuku kesampeannn hiks,negative,0
04/2024,"Tuku, fore, point",tuku fore point coffee,negative,0
04/2024,Tuku sama Fore,tuku fore,positive,2
05/2024,"ayo kakakk2 yg pernah minum fore https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",ayo kakakk2 minum fore requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,neutral,1
06/2024,Fore ditempatku rame bgtttttt jadi gaenak buat nugas disana,fore ditempatku ramai bgtttttt gaenak nugas disana,negative,0
04/2024,"Untuk yang bukan penikmat kopi kayak w, Fore sih yang butterscotch seasalt wkwkwk",penikmat kopi kayak fore sih butterscotch seasalt wkwkwk,negative,0
07/2024,Fore enaak. Blm pernah nyoba point. Kopken b aja tp keknya mau nyoba yg oat.,fore enaak nyoba point coffee kopi kenangan b kayaknya nyoba oat,positive,2
03/2024,eh bjir lupa beli fore,eh bjir lupa beli fore,negative,0
06/2024,"Semenjak nyoba fore buttercream latte, kopi yg lain rasanya kek b aja kwowkwk",semenjak nyoba fore buttercream latte kopi b kwowkwk,positive,2
08/2024,Murah kak fore itu buat UMR. UMR Negara Swedia,murah kak fore umr umr negara swedia,positive,2
04/2024,Urutan selera gua; -Janjiw -Tomoro -Fore -Point -Family -Kopken Sisanya antara belum nyoba atau udah lupa saking lamanya ga nyoba,urutan selera janjiw tomoro fore point coffee family kopi kenangan sisanya nyoba lupa saking nyoba,positive,2
04/2024,"Tuku, kopisoe, fore",tuku kopisoe fore,neutral,1
06/2024,Fore masih terdepan,fore terdepan,neutral,1
05/2024,"Point atau fore, kenceng kopi mereka",point coffee fore kenceng kopi,positive,2
04/2024,Tuku and Fore,tuku and fore,positive,2
11/2024,enakan fore tau,enakan fore,negative,0
11/2024,Huhuhu ngga ada fore di dom kuu,huhuhu fore dom kuu,negative,0
01/2024,fore tetep dihati sih,fore tetep dihati sih,positive,2
05/2024,Fore. Boleh matcha pake seasalt atau matcha pake multigrain. Dah valid mo debat,fore matcha pakai seasalt matcha pakai multigrain deh valid debat,negative,0
04/2024,perasaan fore pertama yang ean cobain itu matcha deh,perasaan fore ean cobain matcha deh,positive,2
05/2024,"fore, point, kopken (yg ada di domku)",fore point coffee kopi kenangan domku,neutral,1
04/2024,tuku sama fore,tuku fore,positive,2
04/2024,"tuku, kenangan, fore",tuku kenangan fore,neutral,1
05/2024,"Tuku, fore, arah coffee",tuku fore arah coffee,neutral,1
09/2024,DUA-DUANYAAAAA T____T best menu di Fore!,duaduanyaaaaa tt best menu fore,positive,2
04/2024,"Fore. Nyoba paling belakangan, lah kok enak ya",fore nyoba enak iya,positive,2
05/2024,Menurutku lebih kuat kopi fore,menurutku kuat kopi fore,positive,2
05/2024,fore ada promoan gk sih,fore promoan gk sih,negative,0
06/2024,Kangennya fore bersama kost fathmi clg knp ga ada sih AH,kangennya fore kost fathmi clg sih ah,neutral,1
01/2024,apa? frappe gitu? point cafe enak. kalo kopi enakan fore,frappe point coffee cafe enak kopi enakan fore,positive,2
04/2024,"Versiku sih Couvee, fore, tuku, point, tomoro. Arabica belum pernah coba",versiku sih couvee fore tuku point coffee tomoro arabica coba,positive,2
05/2024,Nikmat yaa ada tuku & fore yg tinggal ngesot doank..,nikmat yaa tuku fore ngesot doank,positive,2
04/2024,"Tuku, fore, kopi soe, fami cafe",tuku fore kopi soe fami cafe,positive,2
01/2024,"Mamaku tipe yg kek gini. And so opposite with my dad. Jd aku selalu cari tengahnya aja, beli martabak ato roti kek breadtalk gitu aja. Pasti dimakan krn gabisa bikin sendiri wkwkwkwkwk kalo bokap mah bisa ditambah sm beliin kopi fore or kopken. Aman dahh hehe",mamaku tipe gini and so opposite with my dad cari tengahnya beli martabak roti breadtalk dimakan gabisa bikin wkwkwkwkwk ayah mah ditambah belikan kopi fore or kopi kenangan aman dahh he,positive,2
06/2024,"tomoro, point, fore, kopken, tuku, kopi di family mart",tomoro point coffee fore kopi kenangan tuku kopi family mart,positive,2
06/2024,"mau kopi yang manis atau yang pait nder? kalau manis enak fore/point, pait enak di point/tomoro",kopi manis pait manis enak forepoint pait enak pointtomoro,positive,2
08/2024,butterscothnya fore sih the best,butterscothnya fore sih best,positive,2
06/2024,aku dah coain semua panininya enak enakkkk tp fore di tempatku udh gada panini lagi :((((,deh coain panininya enak enakkkk fore tempatku udah gada panini,negative,0
04/2024,fore tapi beneran enak sih ya,fore beneran enak sih iya,negative,0
01/2024,"dia engga sih kak cuma namanya dan aslinya kopi Irish tuh mengandung wishki, tapi tetep aja walaupun fore bahannya halal kalau namanya irish coffee ga bisa jadi halal ex: gacoan var. mie setan n iblis (sekarang mie var. gacoan n mie suit) biar bisa jd halal",engga sih kak namanya aslinya kopi irish tuh mengandung wishki tetep fore bahannya halal namanya irish coffee halal gacoan var mie setan iblis mie var gacoan mie suit biar halal,negative,0
01/2024,"Ini makanya aku suka sekali sama fore, bahkan yg non coffe juga enakk",suka fore non coffe enakk,positive,2
04/2024,"dulu gw suka bgt kulo, mau ngampus beli kulo dulu. Skrg suka bgt fore, ngopi dikit pgn fore",suka banget kulo pergi kampus beli kulo suka banget fore ngopi dikit fore,positive,2
02/2024,"- Point coffee, jrg beli point jd blm punya jagoan - Tomoro, tomoro oat latte - Fore, double iced shaken latte - Haus, - - Es.Teh Indonesia, es teh susu nusantara",point coffee coffee jrg beli point coffee jagoan tomoro tomoro oat latte fore double iced shaken latte haus esteh indonesia es kakak perempuan susu nusantara,positive,2
05/2024,"kalo moms km suka yg kopinya strong, tuku. kalo mau tipe light, fore. kalo mau yg susu kopi balance tp seleranya yg manis, kopken. overall tuku terbaik",moms suka kopinya strong tuku tipe terang fore susu kopi balance seleranya manis kopi kenangan overall tuku terbaik,positive,2
04/2024,Kalo gue: 1. % arabica 2. Tuku 3. Es kopi susu tetangga 4. KSK Famima 5. Tomoro (tp yang gelasnya item) 6. Fore Point coffee oke tp entah susu atau kopinya yg bikin gue mules,1 arabica 2 tuku 3 es kopi susu tetangga 4 ksk famima 5 tomoro gelasnya hitam 6 fore point coffee coffee oke susu kopinya bikin mules,positive,2
04/2024,Fore apalagi pake promo,fore pakai promo,negative,0
12/2024,Ni btw menu juniornya fore apa aja yang enak?,ngomong-ngomong menu juniornya fore enak,positive,2
02/2024,kalo menurutku fore lebih berasa kopinya. kalo point ini engga terlalu. beda gitu menurutku kak,menurutku fore berasa kopinya point coffee engga beda menurutku kak,positive,2
06/2024,ga ada fotonya. Berry Manuka Fore enak bgt,fotonya berry manuka fore enak banget,positive,2
11/2024,aku bacanya fore,bacanya fore,positive,2
05/2024,"Goldenblack, tuku, fore",goldenblack tuku fore,neutral,1
08/2024,"bukan kopi si, tapi mau ikut komen dan juga ada di fore yaitu butterscotch milk yg less sugar. cinta sekali",kopi si komen fore butterscotch milk gula cinta,positive,2
06/2024,"orang tolol, kalo ke fore ya ngopi njg mau makan roti mah jco noh",tolol fore iya ngopi njg makan roti mah jco noh,negative,0
05/2024,"Point Cafe, Kopi Kenangan dan Fore",point coffee cafe kopi kenangan fore,positive,2
03/2024,"jujur di aku iyaa, beres minum fore abistu tremor, debar sampe muntah note, aku emg ga gitu kuat sm kopi",jujur iyaa beres minum fore abistu tremor debar muntah note memang kuat kopi,negative,0
12/2024,"praline enakkk, tp aku klo di fore selalu less sugar. lebih mantul",praline enakkk fore gula mantul,positive,2
05/2024,Foree yaallah fore harga mati enak bgt monangisss,foree yaallah fore harga mati enak banget monangisss,positive,2
12/2024,fore sih hehe,fore sih he,negative,0
01/2024,"Fore. Cobain deeh dia enak juga kok, banyak promo juga dari appsnya. Harganya juga ga jauh beda lah sama b*x Terus tomoro juga enak. Aduuuh kamu dom mana sih nder? Kalo malang aku siap memberi rekomendasi kopi enak di malang :((((",fore cobain deeh enak promo appsnya harganya beda bx tomoro enak aduuuh dom sih malang rekomendasi kopi enak malang,positive,2
04/2024,Point dan fore terbaikkk,point coffee fore terbaikkk,positive,2
04/2024,semua menu fore enak kecuali yg junior karna gada rasa kopinya samsek mau nyesel beli tpi ttp enak ah gmn la,menu fore enak junior gada kopinya nyesel beli enak ah gmn,negative,0
04/2024,ih jadi pengen cobain matcha nya fore dehh,ih pengen cobain matcha nya fore dehh,positive,2
04/2024,"kalo aku fore, point, tomoro",fore point coffee tomoro,negative,0
03/2024,"Engga, sbg orang yang ga suka kopi strong ini favku di fore",engga sbg suka kopi strong favku fore,positive,2
02/2024,"Emgga kok kak.. fore punya menu non coffee (bukan yg junior), sm non coffee yg junior",emgga kak fore menu non coffee junior non coffee junior,neutral,1
11/2024,"sejauh ini matcha fore, paling berasa “matcha”, yang laen minuman gula dikasih matcha, tapi katanya feel matcha juga enak, cuma aku belom pernah coba",matcha fore berasa matcha laen minuman gula dikasih matcha feel matcha enak coba,positive,2
04/2024,1. tuku 2. fore 3. kenangan 4. point,1 tuku 2 fore 3 kenangan 4 point coffee,positive,2
01/2024,adh kangen fore,adh kangen fore,positive,2
08/2024,"ada kak, tapi fore junior wkwk",kak fore junior wkwk,neutral,1
01/2024,fore atau ga tuku,fore tuku,negative,0
09/2024,"calf, tuku, fore",calf tuku fore,neutral,1
04/2024,Dah mending beli di fore aja drpd pusing bikin butterscotch min,deh beli fore pusing bikin butterscotch min,negative,0
04/2024,"Fore, tuku, %. Kalo yang strong point coffee sama tomoro",fore tuku strong point coffee coffee tomoro,positive,2
01/2024,fore emang enak bgtt,fore enak bgtt,positive,2
08/2024,Rasanya mirip fore gaa,mirip fore gaa,positive,2
04/2024,"Kopi Kenangan ,Fore uhhh",kopi kenangan fore uhhh,positive,2
06/2024,Aku kalo minum fore pasti gak bisa tidur semalaman,minum fore gak tidur semalaman,negative,0
04/2024,"Janji jiwa, point, fore, tomoro",janji jiwa point coffee fore tomoro,neutral,1
04/2024,TUKU TUKU TUKU NO DEBAT FORE NO 2 FAMI NO 3,tuku tuku tuku debat fore 2 fami 3,neutral,1
04/2024,"Tuku, fore, nako.. udah itu aja yg terbaik",tuku fore nako terbaik,positive,2
03/2024,Kak kopi fore yg enak menurut Kaka apa?,kak kopi fore enak kakak,positive,2
04/2024,ttapi fore lebih poll!!,ttapi fore poll,negative,0
05/2024,fore aja kak,fore kak,negative,0
06/2024,Ntar ah habis makan mau deliv fore,ah habis makan deliv fore,neutral,1
04/2024,point coffee sama fore sih,point coffee coffee fore sih,negative,0
04/2024,"fore, point, tuku, tomoro",fore point coffee tuku tomoro,neutral,1
08/2024,"Enaknya beda sih, cuma kalo latte point coffee dibanding sama bs latte fore punya, jauh lebih enak fore.",enaknya beda sih latte point coffee coffee dibanding latte fore enak fore,positive,2
01/2024,fore sm tuku lahh,fore tuku lahh,positive,2
12/2024,Fore junior Milk Butterschot alias versi gapake kopi dan ini manisSSS SUKAKKKKK + free sticker,fore junior milk butterschot alias versi gapake kopi manissss sukakkkkk free sticker,positive,2
04/2024,1. fore + tuku 2. djournal. djournal small = fore size large secara harga+size kok jd comparable blm coba arabica,1 fore tuku 2 djournal djournal small fore size large hargasize comparable coba arabica,positive,2
05/2024,"fore, janjiw, tuku, kopken, tomoro",fore janjiw tuku kopi kenangan tomoro,neutral,1
01/2024,IYAKAN NDERRR kenapa ya manisnya masih sama diawal minum lagi huft love fore apalagi kalau diskonan,iyakan nderrr iya manisnya diawal minum mengeluh love fore diskonan,positive,2
01/2024,Fore sihhh,fore sihhh,negative,0
04/2024,"Kalo suka yg strong, ya janji jiwa paling mantep. Tapi rasa kopinya point sama fore enak juga",suka strong iya janji jiwa mantap kopinya point coffee fore enak,positive,2
05/2024,fore pliss apalagi itu butterscotch,fore tolonglah butterscotch,negative,0
04/2024,"Tuku, fore & kopi dibawah tangga",tuku fore kopi dibawah tangga,positive,2
06/2024,"Kemarin temenku beli, katanya enak bgttt gurih manis creamy tp ga bikin enegg!! Klo mau promo fore 50% bisa cek ddi twit aku yaa",temenku beli enak bgttt gurih manis creamy bikin enegg promo fore 50 cek ddi twit yaa,positive,2
06/2024,"tuku, fore & kopi deket kampus",tuku fore kopi deket kampus,positive,2
02/2024,"point : caramel macchiato, matcha latte/frappe (oatmilk, 0% sugar) fore : butterscotch seasalt latte, pandan. tomoro, haus, es teh : udah nyoba, b aja gaada fav. flash coffee : macadamia latte.",point coffee caramel macchiato matcha lattefrappe oatmilk 0 gula fore butterscotch seasalt latte pandan tomoro haus es kakak perempuan nyoba b uang favorit flash coffee macadamia latte,positive,2
09/2024,Aku mau fore Minum point yang himalayan butterscotch,fore minum point coffee himalayan butterscotch,neutral,1
03/2024,"Terakhir bgt ini mah tadi siang. Karna gabut, jd ngopi sambil baca buku nungguin flight yg masih 4 jam lagi. Tp ga berasa nunggunya karena smbil bacaa, seneng bgt deh ada Fore di T3 Soeta",banget mah siang gabut ngopi baca buku nungguin flight 4 jam berasa nunggunya smbil bacaa seneng banget deh fore t3 soeta,positive,2
