Date,Text,Text Normalization,Sentimen
10/2024,"Kalo ada ""creamy aren latte"" pesen itu aja beb yg less sugar Kalo gaada pesen kopi kenangan mantan yg less sugar aja signaturenya udh enak bgt",creamy aren latte pesen sayang gula uang pesen kopi kenangan gula signaturenya udah enak banget,positive
10/2024,"baru semalem mampir ngopi ke kopken yg ada di midvalley dan beli caramel macchiato, tapi rasanya beda sama yg di indo. enakan yg di indo hiks",semalem mampir ngopi kopi kenangan midvalley beli caramel macchiato beda indo enakan indo hiks,positive
11/2024,Dah lama ga minum kopken,deh minum kopi kenangan,positive
11/2024,setujuuu kak aku prefer kopken sih hihi,setujuuu kak prefer kopi kenangan sih hihi,positive
11/2024,Iyaa tiap cabang beda2 rasanya better kopken xixixi,iyaa cabang beda2 better kopi kenangan tertawa,positive
11/2024,"Udh mencoba utk suka sama ni merk kopi, nyoba yg best seller, yg biasanya enak d tempat lain (kopken misal) tapi jyujyur gaada yg enak",udah mencoba suka merk kopi nyoba best seller enak kopi kenangan jyujyur uang enak,positive
11/2024,Kopken ada menu roti nya kk?,kopi kenangan menu roti nya kakak,neutral
11/2024,kopken lg promo upgrade niyyy,kopi kenangan promo upgrade niyyy,positive
11/2024,Kopken yang pake oatmilk terus less sugar,kopi kenangan pakai oatmilk gula,positive
11/2024,"MATCHA KOPKEN, matcha fav aku dari dulu sampe sekarang",matcha kopi kenangan matcha favorit,positive
11/2024,"baru coba yg jco, point, sama kopken. Menurutku, rumput terbaik ada di kopken .",coba jco point coffee kopi kenangan menurutku rumput terbaik kopi kenangan,positive
11/2024,kmrn baru coba butterscotch nya kopken. kureng rasanyaa. udh paling bener klo kopken tuh yg series aren. btw cotti coffee jg enakk yg coco rice milk latte,coba butterscotch nya kopi kenangan kureng rasanyaa udah benar kopi kenangan tuh series aren ngomong-ngomong cotti coffee enakk coco rice milk latte,positive
11/2024,"Feel matcha, kopken, point coffee 70%. Kalau yg instan beli yg Matchamu, homelab",feel matcha kopi kenangan point coffee coffee 70 instan beli matchamu homelab,positive
11/2024,"kalo suka tipikal matcha yg ada paitnya, coba kopken less sugar (susu ganti oat pake yg biasa juga enak), feel matcha tapi mayan harganya tomorro less sugar",suka tipikal matcha paitnya coba kopi kenangan gula susu ganti oat pakai enak feel matcha mayan harganya tomorro gula,positive
11/2024,Kopken ada pait²nya gitu,kopi kenangan paitnya,neutral
11/2024,"matcha kopken no sugar itu enakkk, oh sama feel matcha juga enak bgt plis",matcha kopi kenangan gula enakkk feel matcha enak banget plis,positive
11/2024,"pure matcha yg dari homelab enakk nder, aku kalo bikin tu selalu kucampur susuu. kalo kamu pake oat milk, rasanya mirip kaya kopken matcha yg oatmilk less sugar!!",pure matcha homelab enakk bikin tu kucampur susuu pakai oat milk mirip kaya kopi kenangan matcha oatmilk gula,positive
11/2024,"Kalo bikin sendiri coba beli powder merk homelab, beli biasa si kopken (less sugar)/ maxx coffee",bikin coba beli powder merk homelab beli si kopi kenangan gula maxx coffee,positive
11/2024,kopken menurut gua ya WKWKWK tomoro bye krg suka di lidah,kopi kenangan wkwkwk tomoro bye krg suka lidah,positive
11/2024,"point, kopken, fore tp yg less sugar semua",point coffee kopi kenangan fore gula,negative
11/2024,"matcha tomoro, kopi kenangan, point coffee. selebihnya blm prnh ngerasain menu matcha lainnya",matcha tomoro kopi kenangan point coffee coffee selebihnya ngerasain menu matcha,positive
11/2024,"Matcha tomorro, Kopken, buat sendiri pakai bubuk beli dishopee lupa namanya",matcha tomorro kopi kenangan pakai bubuk beli dishopee lupa namanya,neutral
11/2024,Matcha kopken no sugar susunya ganti oatside,matcha kopi kenangan gula susunya ganti oatside,neutral
11/2024,"Matcha nya kopi kenangan enak banget, pesen nya less sugar, udah pas bgt manisnya",matcha nya kopi kenangan enak banget pesen nya gula pas banget manisnya,positive
11/2024,"HAKON Smwa warga depok wajib cobain matcha hakon, enak btull apalagi yg ceremonial no.90 Tapi bisa pilih no.65/70/90, sesuai preferensi masing2 tapi aku suka yg 90 Pilihan lain paling feel matcha/kopken/famima/point coffee",hakon smwa warga depok wajib cobain matcha hakon enak btull ceremonial no90 pilih no657090 preferensi masing2 suka 90 pilihan feel matchakopkenfamimapoint coffee,positive
11/2024,"Feel matcha! Benran matcha. Sama yg diboikot juga enak tuh Gua udh coba brbgai matcha, kopken, tomoro, strbukk, point, kafe2 di malang, bhkan jauh2 ke sby buat feel matcha, yaa ttp enakan feel matcha (beneran matcha ya) Kalo ga suka karna pahit ya brrti kamu suka gulanya",feel matcha benran matcha diboikot enak tuh udah coba brbgai matcha kopi kenangan tomoro strbukk point coffee kafe2 malang bhkan jauh-jauh sby feel matcha yaa enakan feel matcha beneran matcha suka pahit brrti suka gulanya,positive
11/2024,Menu kopi kenangan yang oatside magic matcha latte itu enakkkkkkkk bangetttt. Dia ada tambahan SKM nya jadi bikin matchanya ga pait banget dan balance gitu rasanya sama oatsidenya bikin jadi lebih 'gurih'(?) Pokoknya enak dahhh,menu kopi kenangan oatside magic matcha latte enakkkkkkkk bangetttt tambahan skm nya bikin matchanya pait banget balance oatsidenya bikin gurih pokoknya enak dahhh,positive
11/2024,"selama ini udah menobatkan kopken sbg matcha terenak, ternyata fore lebih enak jir pls harus nyobain greentea fore yg ice blended kinda thing itu gatau nama menunya lupa enak bgttt creamy tp paitnya juga ttp kerasa akskakdka enak bgt maaf bgt kopken kamu harus dethroned",menobatkan kopi kenangan sbg matcha terenak fore enak anjing pls nyobain greentea fore ice blended kinda thing gatau nama menunya lupa enak bgttt creamy paitnya kerasa akskakdka enak banget maaf banget kopi kenangan dethroned,positive
11/2024,aku pecinta matcha bgtt sejauh ini setelah nyoba berbagai matcha dmna2 juara sih feel matcha sama matchanya kopken kalo tomoro enak sih tapi bagiku tetep kemanisan soalnya aku suka yg cenderung pait,pecinta matcha bgtt nyoba matcha dmna2 juara sih feel matcha matchanya kopi kenangan tomoro enak sih bagiku tetep kemanisan suka cenderung pait,positive
11/2024,Matcha nya kopi kenangan enak nder,matcha nya kopi kenangan enak,positive
11/2024,kopken cintaquuu,kopi kenangan cintaquuu,positive
11/2024,"Klo mw murah Kopi Kenangan enakkk, matcha nya strong ada pait paitnya. Point coffee matcha ice jg enaa cmn dia lebih ke rasa susu sedikitt. Sama feel matchaaa ENAK BANGETSS. Selain itu gasuka cm matcha ala ala doang",now watching murah kopi kenangan enakkk matcha nya strong pait paitnya point coffee coffee matcha ice enaa cmn susu sedikitt feel matchaaa enak bangetss gasuka cm matcha ala ala doang,positive
11/2024,"Kalo beli : kopken,tomorrow,Lawson Kalo bikin : cy beverage,matchamu,beorganik,seduh pertama. Yg ku sebut type matcha yg pait-soft.",beli kopkentomorrowlawson bikin cy beveragematchamubeorganikseduh ku type matcha paitsoft,negative
11/2024,"Klo yg nyeduh sendiri aku suka matchamu sama homelab, klo yg versi udah jadi feelmatcha enak tapi gada disolo, kopken enak pesennya less sugar/nosugar +less ice nanti makin creamy + ada hint pait2nya, fore jugaa enak, tomoro enakk jugaaa",nyeduh suka matchamu homelab versi feelmatcha enak gada disolo kopi kenangan enak pesennya sugarnosugar ice creamy hint pait2nya fore jugaa enak tomoro enakk jugaaa,positive
11/2024,"Rill, matcha kopken terenak sih",rill matcha kopi kenangan terenak sih,positive
11/2024,Kopi kenangan x oatside enak bgt matchanya,kopi kenangan x oatside enak banget matchanya,positive
11/2024,kopisyop apa yg pake ini hmmm lupa kl es•teh rasanya ky pk matchamu kopken rasanya ky pk chocolatos.,kopisyop pakai hmmm lupa esteh penjahat kelamin matchamu kopi kenangan penjahat kelamin chocolatos,positive
11/2024,baru cobain kopken dan point coffe,cobain kopi kenangan point coffee coffe,positive
11/2024,"matchabae, fore jg enak, kopken",matchabae fore enak kopi kenangan,positive
11/2024,point ga terlalu berasa matchanya karna aku pesen yg frappe kopi kenangan enak tuh ada yg pake oatside aku belum coba feel matchaaa yg juara tomoro oatside,point coffee berasa matchanya pesen frappe kopi kenangan enak tuh pakai oatside coba feel matchaaa juara tomoro oatside,positive
11/2024,"oatside matcha nya kopken bjirr itu enak bgt, tapi kadang beda store agak beda rasanya dahh",oatside matcha nya kopi kenangan bjirr enak banget kadang beda store agak beda dahh,positive
11/2024,"Kalo bikin sendiri, pake ini nder enak pooll jadi creamy gitu hampir mirip punya kopken",bikin pakai enak pooll creamy hampir mirip kopi kenangan,positive
11/2024,oatsaide matcha latte no sugar nya kopi kenangan jugaa enakk,oatsaide matcha latte gula nya kopi kenangan jugaa enakk,positive
11/2024,"Kalau produk kemasan merk Zenlatte / matchamu, kalau coffe shop jogja ada di couve, matcha cult, kedai kopi kulo dan kopi kenangan (General)",produk kemasan merk zenlatte matchamu coffe shop jogja couve matcha cult kedai kopi kulo kopi kenangan general,positive
11/2024,Gatau lidah aku apa gimna tapi rasa matchanya kopken kek rasa susu kedelai,gatau lidah gimna matchanya kopi kenangan susu kedelai,positive
11/2024,Basic matchanya manis gasi ka kalo kopken? Asli aku kemaren beli matcha espresso no sugar. Tapi rasanya masih manis!!! Kaya normal sugar,basic matchanya manis gasi kakak kopi kenangan asli beli matcha espresso gula manis kaya normal gula,positive
11/2024,"kopken, point, tomoro. Less sugar/no sugar + oat milk juaaaraaa pkoknya",kopi kenangan point coffee tomoro sugarno gula oat milk juaaaraaa pkoknya,positive
11/2024,"Matcha kopken sama foreee, kalo di pwt ada cafe namanya Nastari, itu enak juga matchanya",matcha kopi kenangan foreee pwt cafe namanya nastari enak matchanya,positive
11/2024,"yg terenak yg pernah ku coba kopken, point coffee, sama feel matcha, rill enak bgt cuyyy feel matcha . klo bikin sendiri aku pake mixtura yg kaya gini. Ini enak bgt pake skm + susu evaporasi merek f&n + susu full cream.",terenak ku coba kopi kenangan point coffee coffee feel matcha rill enak banget cuyyy feel matcha bikin pakai mixtura kaya gini enak banget pakai skm susu evaporasi merek fn susu full cream,positive
11/2024,"kopi kenangan nder abis minum ini gw tremor, soalnya ga toleran sama kopi",kopi kenangan habis minum tremor toleran kopi,negative
11/2024,"Kalo di jogja Peringkat 1 : houji Peringkat 2 : couvee Peringkat 3 : kopi kenangan (less sugar) Sementara itu sih, belom nyobain matcha cult. Besok kalo dah coba gatau peringkatnya bakal berubah gk wkaka",jogja peringkat 1 houji peringkat 2 couvee peringkat 3 kopi kenangan gula sih nyobain matcha cult besok deh coba gatau peringkatnya berubah gk wkaka,positive
11/2024,Kopi Kenangan Oatside Matcha Latte,kopi kenangan oatside matcha latte,positive
11/2024,klo beli diluar kopken hot matchanyaa aduh lebih enak dr sbux kt guee. klo nyeduh dari seduhanpertama pure matcha tinggal dimix pake madu/skm or anything what u want,beli diluar kopi kenangan hot matchanyaa aduh enak dr starbucks guee nyeduh seduhanpertama pure matcha dimix pakai maduskm or anything what want,positive
11/2024,punya kopken enaa,kopi kenangan enaa,positive
11/2024,"fore sama kopken dah tu paling enak, apalagi kopken pakenya oatmilk anjing surga dunia",fore kopi kenangan deh tu enak kopi kenangan pakenya oatmilk anjing surga dunia,positive
11/2024,"Paling best Allure sih tapi udah ga ada kenapa ya :( abis tu kopken tapi yg hot + half sugar karna kalo cold ga creamy, fore jg enak less sugar pake toping seasalt mantap, terus point coffee tp less sugar",best allure sih habis tu kopi kenangan hot half gula cold creamy fore enak gula pakai toping seasalt mantap point coffee coffee gula,positive
11/2024,Matcha feel sama kopi kenangan sejauh ini yg paling aku suka nyeduh sendiri blm pernah takut ga enak,matcha feel kopi kenangan suka nyeduh takut enak,positive
11/2024,Kalo sama tomoro/kopken enakan mana kak sama eighty one ini? Kepo jadinya,tomorokopken enakan kak eighty one urusan,positive
11/2024,tadii beli kopken mantan enak bgttt,tadii beli kopi kenangan enak bgttt,positive
11/2024,kopken tetap dihati,kopi kenangan dihati,positive
11/2024,"ga akan cocok sm kopinya kopken sebenernya, tapi gatau beli terus dan berakhir deg deg an",cocok kopinya kopi kenangan sebenernya gatau beli berakhir deg deg an,negative
11/2024,"Matcha kopken emg andalanku bgt sih.. Upsize, less ice, NO sugar..",matcha kopi kenangan memang andalanku banget sih upsize ice gula,positive
11/2024,Cuma pengen ngambil yg kopken ternyata hanya berlaku untuk kopi susu gula aren bukan yg kenangan mantan jd ga jadi ambil promo,pengen kopi kenangan berlaku kopi susu gula aren kenangan ambil promo,negative
11/2024,Kopken kopsus gula aren 14k Charlies 20k/kotak Roti o 27k dpt 3,kopi kenangan kopsus gula aren 14k charlies 20kkotak roti o 27k 3,neutral
11/2024,promo kopi kenangan apa tuh?,promo kopi kenangan tuh,negative
11/2024,"tomoro kok 24 jam, cabang mana? kopken itu di sby ada yg 24 jam",tomoro 24 jam cabang kopi kenangan sby 24 jam,negative
12/2024,Mjb triple peach nya manisnya pake syrup peach kayak punya kopken ga kak?,mjb triple peach nya manisnya pakai syrup peach kayak kopi kenangan kak,neutral
12/2024,"iya dia manis ga semanis kopken sih, lebih ke asem menurutku. bisa minta less sugar juga sih",iya manis semanis kopi kenangan sih asam menurutku gula sih,negative
12/2024,"Ahh I see, americano peach nya kopken soalnya artificial bgt rasa manisnya imho haha, aneh.",ahh i see americano peach nya kopi kenangan artificial banget manisnya in my humble opinion tertawa aneh,negative
12/2024,"aku malah suka2 aja yg kopken hahaha tp yg fore lebih enak sih menurutku, lebih seger",suka2 kopi kenangan hahaha fore enak sih menurutku seger,positive
12/2024,"ke kopken/chatime, kalo pgn makan berat andalanku tak lain adalah hokben",kopkenchatime makan andalanku hokben,positive
12/2024,"kalo mau makan berat paling hokben & ta wan, kalo cuma ngemil ke mako aja beli croissant sm kopken",makan hokben ta wan ngemil mako beli croissant kopi kenangan,positive
12/2024,"Ini kalo kamu komplain, dikasih kompesasi sama storenya, kopken itu management bagus bgt",komplain dikasih kompesasi storenya kopi kenangan management bagus banget,positive
12/2024,"Ini kalo kopken, terus komplain, bakal dapat kompensasi",kopi kenangan komplain kompensasi,negative
12/2024,"gua malah kemaren di kopken minta yg satu hot yg satu ice malah dibikin ice dua-duanya jir... tapi males ribut jg sih, soalnya 30k dapet 2 kopi sama cookies & roti so fair enough, i guess",kopi kenangan hot ice dibikin ice duaduanya anjing males ribut sih 30k 2 kopi cookies roti so fair enough i guess,positive
12/2024,Kopken order less ice dapetnya normal ice trus point coffee order normal ice dapetnya less ice. Dah lah ga ngerti sayaa,kopi kenangan order ice dapetnya normal ice point coffee coffee order normal ice dapetnya ice deh mengerti sayaa,negative
12/2024,"Kopken nderr, dapet dari kondangan xixi",kopi kenangan nderr kondangan xixi,neutral
12/2024,"kpn hari pas di kopken hehe, “mba less sugar ya” “oke saya ulangi butterscoth aren normal sugar ya kak” *iyain deh skali2* t___t",pas kopi kenangan he mbak gula oke ulangi butterscoth aren normal gula kak iyain deh skali2 tt,negative
12/2024,"dah lama banget ga minum milo dinosaurus, terakhir kopken tapi kemanisan",deh banget minum milo dinosaurus kopi kenangan kemanisan,negative
12/2024,ada feel matcha dan threelogy iucha sm punya kopken tu mayan enak loo.. aku kalo beli selalu no sugar,feel matcha threelogy iucha kopi kenangan tu mayan enak loo beli gula,positive
12/2024,"feel matcha bitter kok, no sugar aja kopken juga no sugar aja bitter itu lainnya belum nemu yg cocok yg bitter deh",feel matcha bitter gula kopi kenangan gula bitter nemu cocok bitter deh,negative
12/2024,Loh kopken buka di samudra juga kah,loh kopi kenangan buka samudra,negative
12/2024,Di laut ada yg jual kopken nder?,laut jual kopi kenangan,neutral
12/2024,Ko bisa dapet kopken ditengah laut????,ko kopi kenangan ditengah laut,positive
12/2024,sendernya yang tadi pagi sarapan di samudra hindia ya. dapet kopken dari mana nder,sendernya pagi sarapan samudra hindia kopi kenangan,neutral
