Date,Text,Text Normalization,Label_Bert
08/2024,Top 5 menu fore terenak: 1. Butter cream tiramisu 2. Butterscotch sea salt 3. Almond choco 4. Caramel praline 5. Tropical manuka hibiscus Jangan lupa belinya pake aplikasi yaaaaa,top 5 menu fore terenak 1 butter cream tiramisu 2 butterscotch sea salt 3 almond choco 4 caramel praline 5 tropical manuka hibiscus lupa belinya pakai aplikasi yaaaaa,positive
08/2024,"bukan kopi si, tapi mau ikut komen dan juga ada di fore yaitu butterscotch milk yg less sugar. cinta sekali",kopi si komen fore butterscotch milk gula cinta,positive
08/2024,fore candu bgt,fore candu banget,positive
08/2024,Setiap ke fore belinya matcha greentea (less sugar) additional sea salt,fore belinya matcha greentea gula additional sea salt,positive
08/2024,"aakhh sorry kak aku salah info, yg perpanjang itu fore tp buy 2 get 3",aakhh maaf kak salah informasi perpanjang fore buy 2 get 3,negative
08/2024,"ada kak, tapi fore junior wkwk",kak fore junior wkwk,neutral
08/2024,fore sama dengan butterscotch butterscotch sama dengan fore,fore butterscotch butterscotch fore,neutral
08/2024,SETUJU JIRRR btw disini ada gk si by fore,setuju jirrr ngomong-ngomong disini gk si fore,neutral
08/2024,btw km harus coba butterscotchnya sapakopi pls.. mirip fore lebih enak dari fore bandara klo ga konsisten malah wkwkw,ngomong-ngomong coba butterscotchnya sapakopi pls mirip fore enak fore bandara konsisten wkwkw,positive
08/2024,"butterscotch milk crumble, classic milo, samaa choco caramel cloud!!! fore saya mah hasil traktiran user semua kalo duit sendiri lebih suka chatime hehe",butterscotch milk crumble classic milo samaa choco caramel cloud fore mah hasil traktiran user duit suka chatime he,positive
08/2024,"aku dioleh-olehin sama temen kantor kopi tuku, tapi aku lebih prefer ke fore atau ga couve deh",dioleholehin teman kantor kopi tuku prefer fore couve deh,positive
08/2024,sekarang ganti fore,ganti fore,neutral
09/2024,DUA-DUANYAAAAA T____T best menu di Fore!,duaduanyaaaaa tt best menu fore,positive
09/2024,matcha fore enak gak sih,matcha fore enak gak sih,positive
09/2024,kalo khusus fore aku selalu butterscotch nya. tapi untuk merk lain kopi ajaa karena blm nemu varian unik lainnya,fore butterscotch nya merk kopi ajaa nemu varian unik,positive
09/2024,can pernah ngasaan fore,ngasaan fore,positive
09/2024,butterscotch atau caramel praline karena matchanya fore kureng,butterscotch caramel praline matchanya fore kureng,positive
09/2024,"Kopi sebenernya selaluu kopi every single dayy Tp kl fore skg jajan matcha ajaaa. Soalnya di aku bikin pusing dan mual kopinya Pdhl yaaa dulu ada waktu dmn selama 6 bln tiapp hari ice americano jg gapapaa, ga masalah di aku",kopi sebenernya selaluu kopi every single dayy fore skg jajan matcha ajaaa bikin pusing mual kopinya pdhl yaaa 6 tiapp ice americano gapapaa,positive
09/2024,dah lama gak ngopi di fore,deh gak ngopi fore,negative
09/2024,"khusus fore, akan kucoba semua menu kopi kecuali menu americano (blm berani wkwkwk)",fore kucoba menu kopi menu americano berani wkwkwk,positive
09/2024,kalo ke fore selama ini selalu beli kopi,fore beli kopi,positive
09/2024,matcha fore enaak rasanya lucu,matcha fore enaak lucu,positive
09/2024,kopinya ofkorz! sesering itu minum fore tp sampe skrg blm prnh cobain matchanya,kopinya ofkorz sesering minum fore cobain matchanya,positive
09/2024,"sblmnya selalu pesan butterscotch sea salt latte, tp semenjak lambung ku ga kuat, beralih ke fore junior dgn menu yg hampir sm tp tanpa kopi",sblmnya pesan butterscotch sea salt latte semenjak lambung ku kuat beralih fore junior menu hampir kopi,positive
09/2024,Matcha nya fore enak gasih?,matcha nya fore enak gasih,positive
09/2024,Matcha Fore menurut ku kurang enak yh,matcha fore ku enak yh,negative
09/2024,jdi pgn fore,fore,neutral
09/2024,Fore gabisa pake tunai y?,fore gabisa pakai tunai,negative
09/2024,NASI GORENG NOTARIS (tidak di sarankan dateng wktu lagi laper) gudeg mercon bu tinah di tugu (buka nya malem jam set 10) sate ratu OLIVE WOI HARUS COBA langganan bgt yg di jakal blkg fore ROKA RAMEN ( harganya murce mana enak) golden geisha,nasi goreng notaris sarankan dateng wktu laper gudeg mercon bu tinah tugu buka nya malam jam set 10 sate ratu olive woi coba langganan banget jakal blkg fore roka ramen harganya murce enak golden geisha,positive
09/2024,KOPIIIIIIIII pls apalagi fore americano peach nya enak pol coyy,kopiiiiiiiii pls fore americano peach nya enak pol coyy,positive
09/2024,"ak SUKA BGT matcha, tp mf kalo fore ak lebih milih butterscotch",suka banget matcha mf fore milih butterscotch,positive
09/2024,"Belum pernah coba matcha fore, next deh aku coba",coba matcha fore deh coba,positive
09/2024,i love matcha tapi prefer matcha nya kopken jdi kalo ke fore yaa butterscoth kalo ga cappucino caramel?,i love matcha prefer matcha nya kopi kenangan fore yaa butterscoth cappucino caramel,positive
09/2024,kopinya fore bikin gak merem sampe pagi :(,kopinya fore bikin gak merem pagi,positive
09/2024,AAAHHHH MAU FORE,aaahhhh fore,negative
09/2024,Kopiii dundd krn buttercream latte fore enak bgt,kopiii dundd buttercream latte fore enak banget,positive
09/2024,Gw Si paling Butterscotch Sea Salt Latte Pake voucher gw biar dapet potongan utk pembelian pertama lewat apps Fore 7D3075,si butterscotch sea salt latte pakai voucher biar potongan pembelian apps fore 7d3075,neutral
09/2024,Kangen juga fore,kangen fore,neutral
09/2024,sebulan 3-4 kali kl coffee yg macem tomoro fore gtu,sebulan 34 coffee tomoro fore gtu,positive
09/2024,gaenak masih enakan fore tapi balik ke selera masing2 si tp bukan kopi tipe aku maap,gaenak enakan fore selera masing2 si kopi tipe maap,positive
09/2024,sorry banget tp cabang makassar sumpah ga enak tim fore foreverrrrr,maaf banget cabang makassar sumpah enak tim fore foreverrrrr,negative
09/2024,"fore, janjiw",fore janjiw,neutral
09/2024,"tuku: kopi susu tetangga fore: pandan latte, salted caramel mocha, berry manuka americano kopi kenangan: kenangan mantan, mocha family mart: kopi susu keluarga",tuku kopi susu tetangga fore pandan latte salted caramel mocha berry manuka americano kopi kenangan kenangan mocha family mart kopi susu keluarga,positive
09/2024,Waktu itu pernah nyobain seasalt latte apa ya namanya lupa. Enak sih tapi mahal banget aku sih lebih suka fore,nyobain seasalt latte iya namanya lupa enak sih mahal banget sih suka fore,positive
09/2024,"Fore : butterscotch seasalt latte Point : caramel machiato, yang botolan esp original , palmsugar latte Famima : kopi susu kelurga",fore butterscotch seasalt latte point coffee caramel machiato botolan esp original palmsugar latte famima kopi susu kelurga,positive
09/2024,lebih atas dikit fore,dikit fore,negative
09/2024,"ngopinya cuma di situ-situ mulu sih antara fore, seperdua, cnb, couvee, loske (blm explore lagi)",ngopinya situsitu melulu sih fore seperdua cnb couvee loske explore,negative
09/2024,"Untuk ukuran cafe yang cabang nya dikit gak kaya tuku, fore, etc2 djournal emang enak imo",ukuran cafe cabang nya dikit gak kaya tuku fore etc2 djournal enak imo,positive
09/2024,Kalau dibandingin sama kopi-kopi yang mudah ditemui tanpa harus ke mall ya tetep kalah sih. Tapi kalau di mall milih mau ngopi kemana dan gak ada Tuku atau Fore atau Point atau Calf ya Djournal jadi pilihan sih kalau dibandingin sama yang lain….,dibandingin kopikopi mudah ditemui mall iya tetep kalah sih mall milih ngopi gak tuku fore point coffee calf iya djournal pilihan sih dibandingin,positive
09/2024,"selain point coffee dan lattenya fore. plis cobain kopi yummy choice ini! kopinya berasa, creamy juga, ga manis karena gulanya terpisah. cuma 10k kalo yang es",point coffee coffee lattenya fore plis cobain kopi yummy choice kopinya berasa creamy manis gulanya terpisah 10k es,positive
09/2024,"calf, tuku, fore",calf tuku fore,neutral
09/2024,"1. Fore, based kopinya enak jadi ke semua varian kopinya enak 2. Sbucks, jujur aja emang enak sih kopi'nya 3. Kopken, ini sbenernya americanonya kurang banget sih tapi buat varian kopi susunya enak-enak 4. Point coffee, ini juga lumayan sih based kopinya",1 fore based kopinya enak varian kopinya enak 2 sbucks jujur enak sih kopinya 3 kopi kenangan sbenernya americanonya banget sih varian kopi susunya enakenak 4 point coffee coffee lumayan sih based kopinya,positive
09/2024,"Fore, tuku, tomoro",fore tuku tomoro,neutral
09/2024,"fore, arah kopi",fore arah kopi,neutral
09/2024,"tuku, fore, dan kopken sejauh ini",tuku fore kopi kenangan,positive
09/2024,"kalo lagi mau yg creamy beli Fore kalo mau yg biasa aja Point, Kenangan, atau Tomoro",creamy beli fore point coffee kenangan tomoro,positive
09/2024,"couvee java, tuku, fore masi belum ada yang favorit",couvee java tuku fore masi favorit,negative
09/2024,"tuku, couvee, calf, fore, point",tuku couvee calf fore point coffee,neutral
09/2024,"engga, udah nyoba beberapa varian disini ttp aja Fore juaranya",engga nyoba varian disini fore juaranya,positive
09/2024,1. fore 2. tuku 3. kopi bawah tangga 4. calf 5. point,1 fore 2 tuku 3 kopi tangga 4 calf 5 point coffee,positive
09/2024,"Fore, tuku, kelana, apa aja yg baileys",fore tuku kelana baileys,neutral
09/2024,"Fore siii, bisa sampe 2-3 gelas klo lagi ngejer deadline",fore siii 23 gelas ngejer deadline,negative
09/2024,"fore, kopi oz, kopi pablo, kopi rasa",fore kopi oz kopi pablo kopi,positive
09/2024,"kopken yg kenangan mantan/double shaken, fore yang butterscotch, couvee yang java sm everyday latte, cosan yng himalaya, tuku kopi tetangga, yang penting latte & creamy is + point",kopi kenangan kenangan mantandouble shaken fore butterscotch couvee java everyday latte cosan yng himalaya tuku kopi tetangga latte creamy is point coffee,positive
09/2024,"point coffee, tuku, fore",point coffee coffee tuku fore,positive
09/2024,"fore, koken, point masih top three fav aku sih",fore koken point coffee top three favorit sih,positive
09/2024,Minimal semimggu sekali beli fore. Secinta itu,minimal semimggu beli fore secinta,positive
09/2024,"Sorry, exelso tetep dihati, kopi kenangan sama jokopi fav, poin coffe juga ga kalah enak, kopi tuku unnderrate yang ga bakal bisa diganti, fore buat main main, kopi calf kopi selingan lain. Selain brand yang itu buanyak banget kopi lokal yang enak juga.",maaf exelso tetep dihati kopi kenangan jokopi favorit poin coffe kalah enak kopi tuku unnderrate diganti fore main main kopi calf kopi selingan brand buanyak banget kopi lokal enak,positive
09/2024,"fore, point, tuku, sama satu lg kopi lokal di daerah gue",fore point coffee tuku kopi lokal daerah,positive
09/2024,"Enak kok djournal. Dari yg gue cobain selama ini, yg enak itu: - Tuku (paling enak) - Djournal - Fore Djournal dan Fore sama2 enak, cuman Fore lebih berasa creamy-nya. Karena gue suka yg less creamy, jadi Djournal dulu baru Fore",enak djournal cobain enak tuku enak djournal fore djournal fore sama2 enak cuman fore berasa creamynya suka creamy djournal fore,positive
09/2024,kalo versi gue sih ttp couvee sm fore yh,versi sih couvee fore yh,neutral
09/2024,"tergantung kondisi dompet, kalo lagi kaya fore kopken, kalo lagi missqueen nescafe dikasi creamer",tergantung dompet kaya fore kopi kenangan missqueen nescafe dikasi creamer,neutral
09/2024,Tuku fore point janjiw sbux,tuku fore point coffee janjiw starbucks,neutral
09/2024,"Gatau lah gabisa ngopi gua, padahal di sekitaran gua banyak kopi2 enak kaya tuku deket kantor, calf apalagi tinggal nyebrang rumah, fore tinggal nyebrang juga",gatau gabisa ngopi sekitaran kopi2 enak kaya tuku deket kantor calf nyebrang rumah fore nyebrang,positive
09/2024,"menu apa nih nder, mau cobain fore avv",menu cobain fore avv,positive
09/2024,"Samaa fore jugaa, maap burem wkwk",samaa fore jugaa maap burem wkwk,negative
09/2024,EH COBA LU BELAH DADA GW... DAN LIAT ISINYA APAAN... ISINYA FORE SEMUA... ITU ARTINYA GUE CINTA MATI SAMA FORE... FORE TILL I DIE... PAHAM LU...,eh coba belah dada lihat isinya isinya fore cinta mati fore fore till i die paham,positive
09/2024,Fore pandan geng,fore pandan geng,positive
09/2024,soalnya jauh dr fore,dr fore,negative
09/2024,samaa fore jg,samaa fore,positive
09/2024,Fore cappucinno caramelo tapi ga kepoto /?,fore cappucinno caramelo kepoto,negative
09/2024,fore juga soalnya beli yang satu liter kemaren HAHAHA,fore beli liter hahaha,neutral
09/2024,Fore - Berry Manuka Americano kagak gua foto bjir lah,fore berry manuka americano foto bjir,negative
09/2024,Fore enak ga si w blm pernah,fore enak si,negative
09/2024,Aduhh jadi pengen fore sih,aduhh pengen fore sih,negative
09/2024,"Yang blm perna beli di apps nya fore, yuk pakek referral ku F76A27 biar dpt potongan 50%",perna beli apps nya fore yuk pakek referral ku f76a27 biar potongan 50,neutral
09/2024,fore jg,fore,positive
09/2024,wkwk lidahku lebih cocok ke fore,wkwk lidahku cocok fore,positive
09/2024,bedanya fore biasa sama junior apa kak,bedanya fore junior kak,negative
09/2024,Ini si bener fore,si benar fore,negative
09/2024,"gaiss, aku ga doyan kopi tapi fomo pengin minum kopi tolong dong rekomendasiin kopi yang gak bikin lambung berguncang, enakan tomoro, fore, kopken, atau janjiw. soalnya aku kalo minum kopi perutnya lgsg blubuk2",gaiss doyan kopi fomo pengin minum kopi rekomendasiin kopi gak bikin lambung berguncang enakan tomoro fore kopi kenangan janjiw minum kopi perutnya blubuk2,negative
09/2024,Aku mau fore Minum point yang himalayan butterscotch,fore minum point coffee himalayan butterscotch,neutral
09/2024,dingin aja puanas ga betah. baru tau fore kemasan yg ini cakep,dingin panas betah fore kemasan cakep,positive
09/2024,punya acu yg kanan fore pandan dibeliin kaka acuuu hihihiiw tapi banyak bgt loh nihh diminum sehariann,acu kanan fore pandan dibeliin kakak acuuu hihihiiw banget loh nihh diminum sehariann,positive
09/2024,"nyicip butterscotch kopkennya paksu, jauh enakan fore asli",nyicip butterscotch kopkennya paksu enakan fore asli,positive
09/2024,"fore jugaaa, yg buttercream latte",fore jugaaa buttercream latte,neutral
10/2024,Americano Fore Btw pake aplikasi dan masukin referral ini jadi diskon 50% https://x.com/k3torolac/status/1830154804062048716?t=7XW8pae_tHm2id0XAcwyBg&s=19…,americano fore ngomong-ngomong pakai aplikasi masukkan referral diskon 50,neutral
10/2024,WIL LAMA GA FORE IH @hartautangmodal,wil fore ih,neutral
10/2024,Udh lama gk beli fore,udah gk beli fore,negative
10/2024,"Belum pernah coba yg non coffee karena merasa rugi banget ke fore kalo ga beli kopi, karena seenak itu",coba non coffee rugi banget fore beli kopi seenak,positive
10/2024,"Matcha, milo, semua fore junior",matcha milo fore junior,neutral
10/2024,Fore tuh cupnya collectible sih emang,fore tuh cupnya collectible sih,negative
10/2024,ih ak smlm ke fore cup nya masi yg biasa huh,ih smlm fore cup nya masi huh,negative
10/2024,"matcha fore beneran kerasa matcha nya ga yaa? yang ada pait paitnya gitu, soalnya aku suka matcha dgn type sprti ituu",matcha fore beneran kerasa matcha nya yaa pait paitnya suka matcha type ituu,positive
10/2024,"fore bestnya kopi sih, non coffee nya b ajaa.. klo matcha enakan punya feel matcha",fore bestnya kopi sih non coffee nya b ajaa matcha enakan feel matcha,positive
10/2024,sudah 3 bulan diriku tidak dijamah kopi fore,3 diriku dijamah kopi fore,neutral
10/2024,fore : makasii yg lebihh cek app nya ya aq kasi diskon 100%,fore makasii lebihh cek app nya iya kasi diskon 100,neutral
10/2024,"jatinangor dong bos, kecamatan kecil tpi ada fore",jatinangor bos kecamatan kecil fore,negative
10/2024,aku suka semua menu dah:’ kecuali makanannya kalo fore,suka menu deh makanannya fore,positive
10/2024,Top 5 menu fore terenak: 1. Butter cream tiramisu 2. Butterscotch sea salt 3. Almond choco 4. Caramel praline 5. Tropical manuka hibiscus Jangan lupe belinya pake aplikasi biar dapet diskon 50% yaaakkk,top 5 menu fore terenak 1 butter cream tiramisu 2 butterscotch sea salt 3 almond choco 4 caramel praline 5 tropical manuka hibiscus lupe belinya pakai aplikasi biar diskon 50 yaaakkk,positive
10/2024,Belinya pake aplikasi fore nya kak biar dapet diskon 50% untuk 3 kali transaksi,belinya pakai aplikasi fore nya kak biar diskon 50 3 transaksi,neutral
10/2024,"1. Baso Mang Godeg, gerobakan lewat rumah. Kadungora, Garut. Cuma 10rb segini. 2. Sushi Yo dan Ramen Yo, Sumbersari Junction, Bandung 3. Butterscotch sea salt latte, Fore. 4. Dimsum mentai by Dapur Mashita. Kadungora, Garut. Cuma 23k.",1 baso mang godeg gerobakan rumah kadungora garut 10rb segini 2 sushi iya ramen iya sumbersari junction bandung 3 butterscotch sea salt latte fore 4 dimsum mentai dapur mashita kadungora garut 23k,positive
